x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39 x40 x41 x42 x43 x44 x45 x46 x47 x48 x49 x50 x51 x52 x53 x54 x55 x56 x57 x58 x59 x60 x61 x62 x63 x64 x65 x66 x67 x68 x69 x70 x71 x72 x73 x74 x75 x76 x77 x78 x79 x80 x81 x82 x83 x84 x85 x86 x87 x88 x89 x90 x91 x92 x93 x94 x95 x96 x97 x98 x99 x100 x101 x102 x103 x104 x105 x106 x107 x108 x109 x110 x111 x112 x113 x114 x115 x116 x117 x118 x119 x120 x121 x122 x123 x124 x125 x126 x127 x128 x129 x130 x131 x132 x133 x134 x135 x136 x137 x138 x139 x140 x141 x142 x143 x144 x145 x146 x147 x148 x149 x150 x151 x152 x153 x154 x155 x156 x157 x158 x159 x160 x161 x162 x163 x164 x165 x166 x167 x168 x169 x170 x171 x172 x173 x174 x175 x176 x177 x178 x179 x180 x181 x182 x183 x184 x185 x186 x187 x188 x189 x190 x191 result
44621.28 41842.06 39655.61 35389.58 26492.73 21597.29 17438.46 12728.94 13011.27 14848.62 21322.86 25196.33 27650.38 31608.98 32868.64 31647.76 28438.07 23848.1 21324.24 18511.78 13251.6 9861.647 12763.98 20830.61 27998.39 34779.62 40439.7 44255.72 43899.87 37668.28 28062.46 20135.94 34282.35 69404.29 122821.7 181597.3 248264 348119.3 432699 526768.8 647191.5 732981.3 759740.4 723706.2 606226.4 420964.2 173933.2 74223.15 141480.4 190831.8 206276.2 204143.5 311343 545391.3 764408.1 831471.3 658651.8 377640.8 329683.2 350741.7 216008.8 110585.7 100951.3 196515 411727.2 655487.5 1035615 1513603 1523537 707917.9 549065.5 737236.7 958412.7 1444616 1073113 498309.8 390863.9 348490.9 461899.6 1097906 1278657 598391.7 478237.5 456003.3 430839.1 441403.8 831757.4 375553.1 346420.1 308050.9 308514.1 1240401 1231644 512258.5 259821 124420.8 164269.3 113244.8 101676.8 174053.1 156237 343319.6 165080 106583.8 136470.3 288175.7 489054.7 190918.9 367529.8 851831.4 431639.2 128142 85512.12 101755.2 74463.62 342869.2 197002.4 112241.8 51241.74 49568.02 61914.44 99183.38 61761.58 248289.8 88230.04 62147.16 46695.13 40107.38 42520.34 254645.7 84415.66 49149.36 69524.92 246262.8 113907.6 105249.3 67118.4 48376.68 49611.18 321331.5 141034.6 202414.3 67716.62 51967.21 36790.1 43247.24 22749.46 294001.1 54957.87 30416.78 41512.71 25775.1 12067.25 27767.35 33594.86 13436.91 34404.41 85830.56 37225.33 31759.35 12774.82 22392.86 30138.05 17954.3 36371.85 34989.83 24593.99 9404.914 13105.64 15952.97 13778.9 11453.02 17668.93 10443.62 16836.09 12229.78 8559.945 6542.002 8650.283 10726.58 9967.797 11106.56 7808.982 7733.72 8175.428 7062.524 7992.002 12426.42 5919.295 13376.93 8993.139 do
539725.6 480124 425324.4 383824.6 353194.3 349331 419080.6 478208.4 549044.6 666711.7 720511.7 735409 690362 582252.3 450956.6 407723.3 506465 713321.1 834697.6 916140.8 1035900 1033037 770654.9 576378.1 780423.3 1298700 1951251 2599621 3384287 3942861 4072525 4020981 3589199 2938008 2073749 1186841 549369.6 426539.5 704653.6 771188.9 616855.4 300930 190988.4 380695.7 613652.7 584942.4 321140.2 459340 828479.5 849034.9 571002.8 1129515 2581251 3676782 3797056 3074807 1686764 533931.8 702849.5 587499.2 304066.2 477299.2 395378 314617.7 603579.4 493250.9 1193662 2626125 2816829 1331581 521416.4 416568.1 328909.9 288214.8 263992.7 303186.4 521687.4 1521155 1203511 369918.5 276959.8 208835.6 182461.3 188115.8 253069.6 792115.5 737649.2 227451.7 158016.6 130905.2 130554.6 196241.9 153941.1 89076.25 75601.23 88281.8 137231.9 146656.4 47449.23 108502.9 135371 611373 239844.7 100319.1 110750.9 392909.4 194191.7 92400.78 197376.7 444621.7 112749.6 19614.96 39664.77 56332.67 142618.3 374553.9 133048.8 54583.4 42874.17 45050.07 53445.65 22734.35 62541.32 171921.9 35234.06 51551.11 41704.86 28587.8 30121.2 23802.35 19961.91 17466 26568.74 71175.62 22543.06 14485.82 13550.2 15513.24 15057.51 15611.75 14516.64 37701.07 15283.52 16045.84 19675.37 13179.3 11983.09 14803.14 19760.76 30546.81 21576.08 58152.88 40016.59 34200.67 17233.53 45346.2 14411.63 20115.77 13415.39 24604.93 21480.69 82063.87 75293.94 26403.48 33497.8 20078.54 31672.79 14864.28 35640.5 155789.7 178082.3 182267.1 46261.2 31369.36 38178.19 35137.05 89245.94 168240.1 289636.6 206960.5 85322.83 166512.2 106040.6 109608.9 88264.88 195809.9 116230.7 150014.5 220728.8 61288.99 141350.6 do
598619.9 504013.2 422146.9 300764.1 208278.3 155017.7 279111.3 389667.7 510257.9 723018 853703.1 904835.5 878777.1 787180.2 582870.2 340776.7 297320.4 480574.3 670671.5 829095.9 1102383 1248653 1097002 639465.2 481078.9 727986 1446537 2273402 3383520 4274417 4594031 4682055 4312828 3605728 2522255 1371014 679859.1 667356.8 977311.6 894891.9 554241.5 374022.1 450284.2 499858.1 406774.3 338127.3 414901.4 356773.8 309430.5 476577.8 548071.4 405242.2 847946.2 1595093 1827480 1472595 670604.6 340752 477723.7 243939 263719.7 266402.2 209756.9 227570.6 210945.1 242942.5 477060.8 1231162 1326127 516837.9 300980.2 195179.9 137294.4 161311.6 171390.3 172500.6 454484.7 1245844 954652.6 265133.7 168128.1 145433.1 102392.9 148266.5 319063.7 771433.4 312202.8 103345.4 42970.51 59742.38 174089.5 562515.9 242501.6 78601.65 140837.1 144650 337649.3 394418.6 116999.6 71077.29 219629.5 1238419 546268.3 255797.9 221161.8 332502 156898.6 138807.5 216519.7 1170441 446541.2 79607.24 282634.4 167053.5 153128.8 173975.8 179324.5 126473.1 284512.9 98332.32 322879 258984.9 124463.6 275912.2 75691.97 276175.4 76709.37 303793.6 54404.01 234657.3 93358.32 270715.5 63615.05 291166.7 122954.9 161193 128223.8 68154.39 181271.3 238575.8 101634.3 85987.68 62146.64 93378.67 55601.8 44502.02 67849.26 187511.7 74251.65 130953.6 74984.23 85270.97 59430.84 55115.31 39565.37 47336.29 28491.84 130659.6 61487.33 35711.11 25372.12 43874.59 58344.85 77011.25 39697.03 51962.11 39779.58 35706.81 48166.96 129176.4 94028.58 159579.9 41936.6 47458.5 32073.68 19632.02 69314.53 126976.4 173380.2 137782.1 58968.46 113655.4 89333.31 88612.04 63168.63 145631.6 80867.2 100397 141551.3 50362.35 86769.91 do
8409.7 9381.745 10411.85 11080.49 12158.94 12575.49 12581.22 12662.94 12659.08 12944.21 13929.06 14567.91 15728.06 18015.8 20268.86 22078.74 23321.56 24191.19 24547.79 25116.96 26558.92 28762.8 33274.1 38090.26 41162.24 44170.99 47382.09 51052.42 57455.82 63812.69 67053.89 68831.99 67703.35 64128.1 59537.4 56733.34 58749.93 63706.52 66611.31 65822.11 61961.46 58468.8 57998.05 59618.62 60752.58 59041.87 58948.64 65947.92 72654.25 72701.52 67940.32 71935.13 84655.82 88489.97 78493.34 68734.54 63678.1 54280.16 47736.75 48056.28 43376.3 35979.49 32008.17 33928.78 34416.49 29702.98 49743.11 53986.5 43760.65 68179.14 46953.44 29978.39 55653.9 48798.48 71750.32 48527.56 36596.85 42203.52 48007.36 31813.33 29055 19533.16 24517.64 27316.18 39576.97 114862.7 105979.3 55726.12 71010.62 99702.75 197361.6 733077.2 337354.7 103714.5 76804.73 59373.3 51155.46 54496.13 62750.79 72098.37 119724.6 653080.4 239282.5 70603.22 65355.36 119500 60374.61 57521.01 117154 603278 214971.4 71757.46 51588.09 49121.77 63804.81 212295.9 51432.02 11284.61 16248.58 11059.09 6880.2 8353.474 10983.05 50360.39 10950.49 10368.18 8215.958 7827.474 8114.621 16131.6 6063.364 6062.789 6762.293 26379.08 32375.61 34660.23 18339.86 22138.91 38991.26 233575.8 44404.18 28043.62 10503.58 9950.844 8066.059 6438.982 7147.968 11109.81 18249.25 112612.9 17666.77 10269.16 8056.421 3797.287 3269.201 3481.556 8213.592 33011.34 8035.67 5557.721 5367.97 11340.6 3730.843 9520.248 2635.076 9018.032 6590.928 4053.974 12806.11 5542.737 3331.335 5417.391 2910.748 2348.982 2144.006 1983.424 3327.789 3122.009 4212.83 2931.873 1685.709 1525.584 1762.541 1535.22 1045.203 1414.884 2791.358 1317.605 753.8003 857.1136 709.3536 do
27553.39 30221.53 32828.13 35463.52 40458.29 42908.54 44720.07 46712.95 48046.59 50675.78 53347.71 54664.64 57133.72 62981.67 71203.95 81257.23 91934.68 101767 106534.6 109373.3 113682.5 114054.8 105978.1 92169.96 79282.46 65038.05 50140.61 35010.28 17963.31 14465.61 25888.43 38458.84 49578.6 52356.72 40639.9 29570.5 40645.57 65145.78 71049 52707.55 82287.72 207976.1 326844.6 427764.5 506287.9 489904.2 344821.1 194100.7 186169 229588.8 209936.5 143416.9 115712.9 111056.3 104141.2 108804.7 82125.34 81908.69 162756.9 146097.7 140110.9 307680 352664.4 227899.4 104070.7 131907.9 249762.5 328899.1 292263.4 175878.5 78698.43 100730 78233.52 169476.7 133539.5 180982.9 420241.8 971769.3 579622.5 255604.7 258204.6 422703 353229.7 233645.6 182265.7 188402 115652.6 58201.88 61496.9 104598.2 185840.3 425951 248897.5 194760.3 123537.8 137559.8 68730.73 103534.5 45940.96 102373.4 101307.2 128547.1 87417.79 119447.1 80648.73 90284.59 30459.98 23050.8 25030.36 53345.95 42437.13 37894.52 28006.56 23915.44 40460.71 114659 66816.38 147783.8 27659.56 34479.8 20960.92 34321.24 48407.49 60415.99 46547.73 83071.86 41454.23 18432.14 31386.56 52159.63 30448.92 21750.43 42875.91 115694.8 36305.21 23155.61 26036.65 67905.5 41106.77 111701.8 50826.24 63294.68 29483.99 18918.2 34257.65 26605.02 25201.25 51310.34 13636.48 42510.41 35830.5 24978.42 20890.99 25181.81 21923.46 40243.4 22645.87 53722.14 14724.25 18920.33 16924.29 37693.56 15281.58 26904 28457.85 49948.96 12671.39 26697.89 60120.49 21198.78 9441.328 51004.66 11615.84 19444.81 21969.37 9959.36 14780.45 28840.03 8559.063 25932.76 7757.17 8453.619 16648.69 19083.92 17050.96 12105.15 11470.41 15340.94 16344.49 11691.5 14161.71 do
101417.9 113333.7 126160.5 134489.1 147907.3 153278.3 151930.1 152321.9 145844.2 129906.9 105387.3 91636.55 75402.34 52086.35 51851.27 78847.3 125224.9 177265.9 203937.8 230753.7 282960.3 330642.8 380914.7 407339.9 399024.3 370881.5 324480.7 265068.9 190255.5 162669.5 196271 245549.8 299368.3 324028.4 298461.8 253069.7 200631.1 157354.5 155178.6 190119.1 252939.5 293908.7 287913.5 227811.1 178910 273090.4 476507.4 573702.1 519604.9 391748.2 235110 144853.5 115341.1 110654.3 135636.2 179000.7 227406.5 223778.5 173580.4 202068.2 228821.6 171135.7 122979.3 76876.51 136899.4 180792.3 129490.3 109005.9 154027.6 218844 109501.5 115820.7 80980.77 69923.43 83344.73 113078.4 207303.5 403298.7 211865.8 85277.09 111642.9 308949.6 190330.1 73541.85 59392.29 79875.64 80927.5 59820.94 65510.16 35517.35 57365.06 178307.9 159571 71569.71 29026.48 30844.95 16487.71 41921.66 22948.01 52963.41 35462.36 157901.3 64278.89 33355.56 66515.47 264581.3 132512.5 31066.79 31379.57 43736.79 32026.95 21493.28 23239.03 16810.51 12776.2 22923.99 27311.78 50512.02 12575.73 30299.66 19229.49 14503.07 19794.37 32970.71 9621.932 36582.77 14803.59 11448.1 18536.15 59041.41 14971.35 14862.64 13293.95 14567.29 32117.39 30778.43 15905.36 18582.23 7347.187 19539.35 13322.73 8355.245 5168.574 7405.228 17363.02 16655.1 7183.906 7415.991 12322.97 15625.44 7840.733 6078.986 6600.81 12172.46 4605.828 12747.69 10458.53 18323.04 6015.865 5279.744 5948.987 5046.235 5771.033 5011.915 6238.063 5188.196 4261.032 5111.372 4519.09 4829.379 4517.672 5856.612 3254.355 3843.408 3808.697 4036.739 4806.299 4340.946 3215.94 4049.257 3010.754 2923.76 2591.311 3073.944 6086.187 4825.567 3107.015 3780.73 4339.544 4798.689 6130.545 do
39580.46 33243.25 25580 31679.02 46633.63 59666.02 74525.44 89849.62 101787.7 122291.1 133226.1 137007.2 133502.6 123645.9 105634.2 82553.18 58096.93 35987.86 25356.68 19397.35 10467.52 10048.48 25186.84 48040.22 64939.66 78797.06 87299.64 89450.12 82863.74 75490.76 75989.67 81608.61 91277.87 95445.93 86190.39 73086.28 64407.24 58844.32 53977.8 43562.68 38700.3 67641.22 114888.6 183633.5 273663.2 323744.3 266696.3 125984.2 107817.8 187882.6 171899 86820.82 161436.4 237638.3 141866.4 111624.3 208011 146068.7 104531.5 159645.5 139461.4 245384.8 180712 337760.9 524283 474347.4 1124889 1513167 1082668 421635.1 206837.6 113495.2 193824.2 187562.4 264404.9 223703.7 723555.9 1724817 1695750 539719.6 349940.4 186902.8 182788.3 195975.1 287205.2 476479 594847.4 357243.4 269389.5 185396.5 102491 573991.3 576483.7 209818.7 149827.5 115048 87448.13 64103.24 90562.23 190595.5 194189.4 194488.5 149549.4 81809.25 52168.77 143806.1 85932.94 89905.02 125139.9 343897.9 162427.3 88208.4 45872.82 44996.86 53507.44 206055.8 73007.18 104978.3 39193.96 93415.15 51096.74 52565.97 122632.9 191733.1 102798.4 92249.01 75277.11 73934.39 57235.71 86996.19 48258.05 67477.33 53640.82 57543.84 80538.69 50340.57 12353.41 32050.85 20700.61 75481.33 81356.08 78494.08 37483.18 18579.01 60554.09 65582.41 52210.57 43955.92 30706.15 47006.16 58405.03 39554.23 25971.24 21114.7 33804.36 48964.44 55518.53 48578.63 24660.17 14169.97 29445.88 20771.98 16840.11 16949.53 18559.57 12425.32 7369.482 8627.157 9580.372 16373.06 12280.51 8544.129 9849.812 9006.332 15247.82 13875.39 9759.283 18163.12 10948.55 10554.73 4793.499 17506.05 14438.85 15559.37 12480.69 5971.675 8517.125 11931.68 10009.31 9859.303 11763.56 do
128775.4 127026.4 125215.5 123621.1 119900 118085.8 114471.9 111491.7 105883.4 94813.69 86498.47 82414.3 89230.82 107956.2 140884.2 181832.9 226516.9 274727 299235.5 329197 393439.5 469239.1 600005.4 730961.9 804025.9 855554.4 879279.8 872354.8 803441.5 705567.3 635645.3 580563.4 543360.8 528555.8 501670.1 446122.7 342662.6 198866.9 125582.6 130325.1 172944 222475.5 256544.6 265564.4 228017.8 158310.6 193275.9 316250.1 390940.9 455208.5 566864.1 681238.4 745396.2 774793 769382.2 715760.6 600561.7 451585.4 309254.5 151621.4 75491.51 110178.2 114608.1 109077.1 177568.7 334121.4 474028.4 571350.7 598424.5 509924.8 312558 143092.9 71069.41 73545.66 50520.65 175567.2 335237.1 436641.7 433238.5 320595.4 152776 51838.18 49802.11 109862.9 265889.6 380175.7 356113.1 204174.5 60973.37 76624.05 123755.3 255586.4 305912.8 207599.8 90960.74 105067.6 87142.96 70408.19 71833.4 66775.56 102334.5 126698 138538.8 83170.73 65341.01 66044.02 63801.44 52321.49 73352.09 52579.08 38119.43 27841.83 35618.45 28721.74 29152.67 34116.51 35574.88 35372.6 24966.72 25778.28 27258.17 21267.5 26873.99 28654.64 19265.35 20504.26 21845.61 22504.53 18556.92 18652.82 17709.8 21602.94 21164.68 20070.34 16024.44 16723.8 13268.76 15091.53 18827.44 16493.68 18234.17 15668.46 13114.08 14619.86 13419.4 11922.79 11800.45 11295.43 11794.67 9998.258 10132.7 11980.63 10434.11 10165.61 9495.944 8838.386 9386.755 7984.42 10739.83 9534.23 10119.46 9290.258 9103.801 8564.297 9284.207 8054.89 7509.716 9249.825 10447.27 8707.725 8170.547 8687.871 8317.546 15071.13 13701.14 14042.96 11839.43 13274.86 7349.237 8369.881 8382.396 10737.35 21051.99 17236.97 10854.77 12181.39 15478.08 16374.95 20550.83 14651.21 10585.89 do
1659816 1515860 1377470 1228850 943061.3 800618.9 686128.3 563387 470361.5 302502.1 249321 231826.2 360641.5 649375.2 1051935 1513861 2001239 2481254 2719856 2924216 3306936 3614829 3902912 4062149 4063206 3992979 3847100 3618803 3092175 2453259 2009136 1699363 1829362 2368400 3124988 3772238 4100894 4286998 4403930 4864551 5931683 7176119 7889341 7971356 7264720 5742466 3996841 3506831 3776235 3598030 2624128 1698211 1451973 1295479 1114286 1244856 1460104 1323222 870632.4 806033.8 1279056 1433018 1019699 692980.2 458022.7 965160.2 2016077 2060804 1196710 1707049 1614676 749093.2 844197.3 547564 711688.8 1014702 2259060 3388754 1834167 1114418 804855.9 1684287 1281807 630333.2 453656.7 669416.3 401114.1 284443 306793 370582.9 668079.9 892097.9 575114.5 210161.6 190228 180747.8 234491.6 187001.2 360509.9 547868.7 1131072 1754423 709005.9 305862.3 437108.1 1101791 472397.9 142451.5 160888.5 314377.8 135497.5 109295.9 117482.3 222385.3 297044.2 475461 226927.7 102497 113566.7 144047.4 70815.91 145176 100664.9 226817.7 542398.4 557574.2 144562.5 85191.04 107130.6 175247 105939.2 56402.81 140495.9 183999.5 198744.9 187075.2 91425.06 249817.2 469439.8 951858.4 186699.6 86689.16 47485.2 125725 340041.6 177180.3 63638.15 108054.4 243738.2 737945.3 120728.9 72061.82 130914.6 294871.8 110158.9 75205.43 357093.4 295478.2 132345.1 117215.4 231782 266298.1 158620.2 231122.3 98474.2 184118.9 154490.7 80546.62 228413 110082.5 100424.9 184054.8 163984.1 306251.7 128270.3 122753.9 87848.67 135113.7 108085.8 189444.2 188851.8 95023.5 113036.4 57836.48 101886.9 52812.4 60888.25 83749.81 72808.63 33285.05 31441.03 do
476146.2 444302.1 418715 379408.6 331410.6 306809 357511.9 385869.9 476990.9 655701.1 831571.5 917740.9 959195.4 1008522 961586.9 814318.3 584531.5 388966.8 283300.8 381959.6 582364.5 883805.2 1175406 1289946 1235038 1188769 1268393 1540378 2236299 2982358 3399147 3707867 3941784 4050071 4088848 4129656 4088092 3718638 3131399 2202680 1006653 734153.7 1074118 1142111 772827.4 383177.2 556153.8 555805.1 374554 619147.5 725615.4 589619.7 1784131 3388535 3893400 3203493 1514866 643947.8 904366 561425.9 688373.8 651057.2 411148.5 446180.2 610262.2 640724.6 1105794 2889016 3153256 1282550 614730 452354 542286.2 458145.2 434303.3 503621.3 852712.8 2365384 1898457 509086.4 309878.1 159410.3 96336.19 127334.5 218927.3 415147 183573.7 181837.8 193941.1 257909.9 446603 1865255 1027364 367674.6 229297.1 157725.6 181089.8 147794.3 143555.5 582374.9 408922.2 816529.1 330274.2 111094.1 78456.42 210385.6 122204.2 81970.65 109117.2 1107471 401353.7 266327 221249 248144.6 452179.7 1944594 571601.4 289010.4 100375.4 77811.46 314636.7 333136.1 121262.3 158692.4 70799.87 217371.9 80042.17 77803.84 487832.6 519142.1 153463.1 105708.2 95494.8 396096.6 82370.14 69764.97 71058.85 79331.68 181783.9 1308339 235961.1 97071.34 97212.33 65707.69 102130.6 88753.3 70825.2 138966 80459.27 79419.51 91944.05 56283.55 74044.9 103542.6 49802.1 65074.29 42782 38714.16 31005.5 30168 35779.22 53187.65 38196.63 74495.6 51389.78 35458.02 58241.23 28515.52 30640.12 20726.01 45457.16 43740.06 14894.18 16535.06 24603.92 15102.53 11501.06 19498.19 16720.97 18453.37 26793.16 15748.82 18442.05 27168.47 23302.14 28271.91 22165.55 32979.49 13765.24 24910.55 23646.86 do
384735.2 343079.1 306975.1 270932.3 242344.5 233633.2 290891.6 336914 400629 510053.9 571085.3 592598.5 559573 466873.1 317260.8 256923.7 355835.8 608347.2 756265.3 872334.9 1064982 1142323 924117.4 524779.6 517824.1 917584.5 1693447 2517067 3634135 4541388 4877745 4982102 4622828 3905855 2765759 1526676 725548.4 725714.1 1138561 1067002 596175.4 334406.2 511418.5 707976 655072.2 330473.2 337448.2 593477.9 536178.6 313717.5 362322.9 713796.3 1046171 1320826 1490311 1500956 1203155 541428.3 362442.2 578713.1 406282.9 747616.8 911718.4 450818 718109.6 697683.7 1799766 3727234 3923491 1981875 592122.8 552658.2 288145.3 340778.6 259173.6 289427 471554 775515.4 424773.4 100998.9 76024.49 115759.9 126650.1 272749.9 425605.2 1450203 1032102 245204.7 150237.6 109655.3 158803.4 715044.3 540085.8 146860.5 106882.2 94822.46 183573.8 265191.7 173105.7 173212.5 285418.1 1451915 505203.5 180313.8 139754 164643.7 138914.7 155066.7 288794.7 1759770 503557.2 180612.1 294909.5 186442.8 115112.1 116117.6 68573.27 54329.81 114178.2 113105.7 113845.8 90687.17 67026.68 178394.2 36647.75 121219.8 36727.63 21605.21 32319.6 83386.65 31782.67 63313.75 26198.62 57895.9 14823.21 16575.15 29257.73 39905.86 35587.98 47702.83 22815.78 72844.49 25719.49 13493.21 32261.89 18585.46 11531.37 30073.39 23514.96 114196.1 25252.68 21823.79 9831.929 16333.21 11513.98 11079.27 14133.11 68130.65 43269.17 15005.81 10455.34 17740.27 14788.47 10467.44 16261.66 21967.07 15103.74 7170.431 11472.92 15996.13 10241.89 11708.77 27018.89 13120.94 12967.3 20467.56 21621.2 10732.41 14323.73 17664.89 14637.85 12371.5 15435.59 10224.83 8512.135 13365.68 9270.412 10997.68 8093.653 7061.678 11763.73 do
247983.4 236725 231665.1 202793.2 140502.1 103649.1 101129.3 79169.26 119565.4 194928.8 275305.6 312779.5 319468.6 313241.4 253086.6 174065.7 167870.1 260339.1 342616.6 422573.3 558487.1 624564 493014.4 302455.5 391114.2 773529.1 1356375 1967337 2793429 3453932 3679589 3719072 3368784 2741146 1810790 843450.1 525190.3 730159 905167.2 701223.2 346710.4 372836.4 582112.9 558664.1 340896.7 316803.4 532031.5 414654.5 269009.9 470240.9 596737.9 454300.9 996277.4 1844611 2058127 1606523 715014 339212.2 395977 217094.4 318281.5 258323.1 330667 276799.6 335224.5 397242.2 675770 1686049 1810411 769205.4 313324.8 203095.5 202072.7 172025.3 180590 241310.9 392456.5 1138214 909404.3 262306.2 188635.4 120710.9 106182.8 105832.5 144983.4 333295.4 118507.4 56620.46 47257.12 46994.73 53315.83 113551 50499.41 31044.44 31116.83 36108.93 127946.2 191534.7 65262.83 47689.32 44964.78 70750.06 64155.51 56078.73 50299.91 78193.01 105851.5 97522.63 142162.2 611066.9 135876.2 81604.57 181245.9 57516.77 85649.67 460285.7 215058.7 69938.86 53442.04 37593.09 62204.65 75555.94 32945.95 56764.88 69900.35 141600 67194.31 34142.16 21979.5 33673.13 22243.56 21588.23 27614.36 81845.74 23016.51 18305.58 21633.55 12605.13 36440.18 123805.8 31153.65 14416.09 16620.99 9854.363 23468.77 14323.62 7354.643 26984.64 18131.85 39729.38 14593.17 15184.29 6138.376 16660.15 10784.19 6057.716 5508.904 6998.399 31187.04 6811.93 4253.396 2712.767 3063.849 8353.45 8376.032 9138.268 3895.435 2467.42 3045.772 2431.931 2530.586 3228.202 5371.737 3195.641 4552.964 4217.072 2531.631 2255.337 3676.267 2762.333 2036.608 1969.062 2907.53 2042.241 2058.841 1610.244 1674.128 1753.374 1772.54 1606.701 1510.67 do
421958.4 481251.3 532174.4 611970.7 777585 866459 961159.9 1055958 1144379 1309543 1440530 1500184 1523809 1549560 1512690 1413623 1258834 1061347 955091.3 842143.7 634783.3 488926.6 473686.8 561290.9 623562 643078.4 614020.3 540794.5 366251.7 176502.2 127956.1 180115.8 428655.4 735371.2 1121312 1534208 1921711 2295818 2419680 2299871 1884717 1231584 694249.3 443680.4 541442.1 744564.1 578974.9 415758 772352.8 1338907 1821394 1967691 1697502 1238630 811940.3 527341 317392.5 358492.8 806176.1 1288333 1909550 2974231 3903310 3983798 3058965 1916436 1575912 873158.4 924400.9 1644301 823120.6 606116.2 546439.4 497133.9 739777.3 659372.8 870637.4 2252151 2047803 685604.7 567788.9 950545.9 727266.2 563640.2 690731.1 713077.1 1037453 712551.3 462125.4 442876 316400.6 717410 836327.8 314761.9 431119.2 402033.6 320224.5 313266.2 346789.1 176914.1 611286.2 924783 512822.9 190464.5 181015.5 688465.7 306450.1 432797 546184.2 950463.7 446545.2 257701.3 271164.7 126502 283133 545970.1 350646.1 177019.6 268495.8 236137.6 225046.9 169063.6 292715.2 473855.3 256644 401306.3 240317.8 138627.9 157533.8 340413.5 181291.2 263552.9 212624.8 303828.6 206758.9 185568.8 167754.6 149653.8 126628.6 227852.3 94130.43 314505.5 147911 241741 220253.3 262702 166254.7 297024.8 122967.8 138030.3 189039.5 101952 91869.85 167078.3 150873.2 135246.1 107769.2 214697.3 211449.9 125517.7 91746.17 131908.6 109165.9 93475.8 111932.7 115986 119360.7 101817.2 97706.77 128544.4 81558.83 120859 116480.8 84883.25 98876.37 150672 115587.1 89266.18 82732.84 104051.4 83217.47 107270.6 117381 93746.62 76543.93 115384.5 192216.9 332315.1 145812.6 118236.5 121309.6 do
152873.7 157307.9 153355.2 179895 235307.3 269872.7 302687.2 337543.6 361937.9 405325.3 435252.7 447515.9 461118.4 493862.7 539090.1 593334.8 646405.8 687989.8 706455.9 714232.2 731617.5 756410.9 860529.7 1027231 1182700 1351229 1523154 1694182 1943265 2176262 2299813 2379749 2364143 2238254 1992690 1763513 1688201 1675235 1604348 1314741 1030360 1371471 1953020 2387886 2537841 2136180 1287975 746358.8 649015.1 431308 278521.4 474416.3 416013.4 227124.3 385608.2 504668.8 400173.1 315262.1 390120.9 1226205 2239287 2397659 1628410 1259492 1337194 823665.3 1188568 2217081 1884234 719462.8 1006323 985650.1 1162798 870300.5 1185926 802380 1061251 1635063 1312596 508998.5 89968.4 362477.7 455462.5 341348.5 687386.4 1152163 1392068 467452.5 242783.1 255931.5 223201 849869.9 723292.4 133102.6 121169.5 138049.6 208617.7 229515.5 161050 199643.8 429990.5 789313.9 297130.6 213056.2 205138.8 566014.9 318591.2 213810.3 279667.1 1175315 461984.4 170981.1 134547.4 131901.2 115572.3 460171.6 184892 123994.8 73851.65 70290.85 69775.99 50558.63 50968.26 382100.3 146349.6 193015.1 112312.2 49576.04 36059.86 106312.4 66930.88 73078.37 60731.15 167270.2 70165.85 87589.31 32820.57 34162.51 18251.59 177296.4 81732.85 217520.3 23527.73 37655.59 74927.23 100235.5 37293.92 125719.4 36665 33997.05 42025.18 31416.09 33405.06 36030.29 25163.36 22519.7 37447.77 75871.88 51309.83 26168.47 27391.25 30376.06 29467.84 22947.5 30458.17 38002.42 38491.72 31769.88 28155.31 31338.23 24062.99 13763.02 31922.12 20199.35 19233.53 18760.19 17718.04 19382.27 18328.08 18960.78 15608.21 16694.71 19018.66 15014.05 16685.47 22024.54 20212.61 18899.34 19839.64 19007.84 16120.49 do
