x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39 x40 x41 x42 x43 x44 x45 x46 x47 x48 x49 x50 x51 x52 x53 x54 x55 x56 x57 x58 x59 x60 x61 x62 x63 x64 x65 x66 x67 x68 x69 x70 x71 x72 x73 x74 x75 x76 x77 x78 x79 x80 x81 x82 x83 x84 x85 x86 x87 x88 x89 x90 x91 x92 x93 x94 x95 x96 x97 x98 x99 x100 x101 x102 x103 x104 x105 x106 x107 x108 x109 x110 x111 x112 x113 x114 x115 x116 x117 x118 x119 x120 x121 x122 x123 x124 x125 x126 x127 x128 x129 x130 x131 x132 x133 x134 x135 x136 x137 x138 x139 x140 x141 x142 x143 x144 x145 x146 x147 x148 x149 x150 x151 x152 x153 x154 x155 x156 x157 x158 x159 x160 x161 x162 x163 x164 x165 x166 x167 x168 x169 x170 x171 x172 x173 x174 x175 x176 x177 x178 x179 x180 x181 x182 x183 x184 x185 x186 x187 x188 x189 x190 x191 result
640702.7 566382.9 508561.8 410710.8 328244.6 283495.2 419023.8 521031.3 684437.2 980893.6 1193793 1285066 1270203 1178653 910595.7 512984.1 412440.3 656758.4 961316.6 1216631 1656547 1889749 1614842 973981.6 950980.9 1634698 2986348 4429505 6309919 7742189 8154252 8124543 7179288 5684793 3836637 2325466 2058285 2269153 2201011 1562806 661045.2 386379.6 428249.4 439268.9 973012.3 1753925 1738833 899472.7 898657.3 1523758 1167171 1243362 3357172 4940690 4476583 2605035 1181791 1758793 1968803 1377598 1609652 2675813 2755287 1635842 703696.4 667496.6 1136767 1747000 1559754 1073968 885393.2 1129553 1295243 896461.5 884932.3 1059558 2473883 3187500 3457688 2195767 895078.6 999535.5 808864.2 1136333 1146932 1607430 1469936 622340.2 500537.2 601873.6 954308.6 952166.2 773118.2 680528.5 570613.3 621497.9 942503.1 688064.2 432982.2 1006570 497153.3 1167132 788163 873521.1 224667.1 451575.6 708736 472462.1 434094.9 407303 473926.7 290472.5 181964.1 331117.6 340657.2 420675.2 335096 317483.8 306458.2 288051 270921.1 216332 396616.3 574402.1 265980.7 337501.9 187178.4 130808.1 189763.8 373114 183053.5 105002 161568.7 120527.3 131130 223201.6 74887.6 93330.3 80538.33 156479.8 171873.9 67401.27 76098.4 133189.6 254277.9 62252.99 75039.88 122512.8 45133.89 136772.2 139484.5 42786.05 53940.95 112926.9 69936.59 103122.6 93899.53 183275.2 65331.75 68616.9 89255.95 72344.33 22617.63 107676.4 31754.81 62683.35 43268.13 53535.51 31518.03 40176.29 27375.81 38512.95 23872.52 34363.91 25888.49 24501.6 24011.86 23377.51 22695.56 25121.75 24693.26 27010.79 34250.15 25250.38 26627.84 39431.86 28167.16 36808.38 26441.75 33850.99 20741.66 do
1084109 1143147 1204170 1255054 1354809 1401603 1453443 1501753 1573421 1736490 1950725 2067709 2205261 2475576 2734446 2961757 3149953 3304560 3375690 3439852 3570541 3702468 3865789 3951840 3894084 3730591 3464953 3126290 2646615 2335277 2352549 2494871 2739227 2881798 2747950 2483521 2159374 1857893 1750582 1698964 1620944 1561805 1546914 1524844 1413797 1185494 846267.5 633810 734296.7 1061898 1587857 2172420 3024371 4124467 5131590 5615086 5100855 3580550 1959607 1195018 860440.4 663530.6 633863.3 306700.8 432322.6 425993.6 555309.2 931234.4 1113887 1174361 715856 705583.7 597410.7 269982.9 270148.5 342166.5 382004.8 258697.7 154267.8 187827.6 247414.5 128551.7 170227.9 102695 87914.61 105809.1 117550.5 141712 120381.6 101827.4 132052.2 87095.97 102061.5 355743.2 327971 179134.2 129600 123402 94117.53 141503.3 112200.2 106841.6 238924.1 277018.8 191646.2 86514.85 100053.9 70723.39 47807.56 75109.28 160743.5 248252.7 99550.43 61721.32 64286.15 38316.27 58299.13 365649 249799.2 78729.8 79816.83 67211.87 128934.7 527731.5 218379.3 107703.8 79718.4 304117.7 255985.5 51507.94 48290.96 125350.3 106757.6 97148.56 77483.22 119178.6 51004.65 58369.49 52047.15 73034.13 45344.18 49390.79 44640.6 40597.05 68988.97 51812.06 57550.22 55399.37 37642.09 23381.35 20999.57 28721.88 34043.11 25385.21 25611.11 20262.14 21047.09 20897.65 19058.19 18046.49 18888.33 16871.46 22783.34 20690.08 19716.62 18144.04 19779.01 23747.36 28199.34 28009.73 26701.12 24534.41 19044.34 20729.53 25155.33 21701.75 28230.51 47603.02 23473.3 33872.8 40217.97 24785.8 51666.62 72251.34 44586.68 52966.1 59695.86 58251.46 78399.5 118572.5 172473.1 reb
851974.8 854118 862112.9 846353.8 803765.5 776445.9 731726.2 690171.4 650865.4 611092.5 677329.3 729867.2 889227.3 1241812 1701003 2235804 2822491 3439220 3752655 4063554 4672141 5241313 5944272 6493895 6701561 6786324 6745647 6582763 6102078 5467440 4939515 4364110 3452287 2537992 1704598 996298.7 732319.4 834548.7 1052978 1163749 1190087 1114623 1024547 916230.5 787176.6 715716.9 676801.9 597744.1 505636.9 455547.3 443882.2 439634.9 439084.3 372542.2 312306.9 496396.4 763958.8 824157 717300.4 626761.2 501664.9 403012.5 275085.2 285006 424321.8 310264 278677.3 335346.4 413080.3 232583.2 382678 321599 345931.9 300332.8 443959.5 274687.1 347947.5 967583.1 827492.9 2018747 2593082 1013676 543966.6 965947.1 618549.1 400984.1 222864.8 266021.4 226757.8 348298.1 201699.1 271215.9 205954.1 169294.3 172364.2 330664.2 220311.1 286311.7 297235.9 219350.4 259059.3 336651.2 631944.5 1647477 800312.3 156699.3 127712.7 82728.92 68217.68 113018.7 105025.7 67011.94 113970.1 108303.1 114850.2 179871.3 162753.4 210752.2 93712.36 84757.6 96074.34 73706.27 63886.38 40273.97 48649.51 77123 75937.95 166056.4 70058.13 32222.23 35260.42 51561.69 65479.91 51894.41 62325.71 77309.49 50549.66 34178.14 38131.13 40740.67 31604.27 38459.97 26406.46 49083.09 33984.91 33752.55 30235 33613.46 32074.87 53364.53 59715.3 50356.82 46924.08 51439.18 74301.4 61120.42 32526.99 36412.3 45376.74 52444.66 45131.47 42503.35 49349.44 40231.55 72351.71 32651.41 37715 62806.82 51536.08 42489.74 60264.9 46387.04 34203.66 34769.88 41542.12 48804.78 52232.53 43285.87 68883.25 56145.22 64163.15 43724.21 64845.02 52498.98 38693.63 29491.9 40562.25 36073.66 44268.92 48731.51 66334.54 reb
1581471 1196767 855506.5 765282 875996.9 1100315 1571165 2064331 2418072 2987694 3156449 3171896 2837566 1993783 1335000 1676951 3247998 5496702 6647674 7715959 9722585 11351508 12634700 12920075 12251852 11083485 9541248 7779583 5149298 2847786 1866541 1378349 1297738 1412550 1638356 1915057 2043487 1762794 1204195 692468.4 758033.3 1195947 1212049 849677.7 469523.2 596848.6 809467.4 748740.6 778807.3 830590.9 796168 927735.8 946159.1 1001356 2439304 4384117 5245066 4225675 1710394 973635.5 1313062 870191.3 1126207 694298.8 752993.9 740357 916785.4 1119026 1595383 4012897 3792673 1220450 557149.3 427200 313917.4 410188.1 486033.7 684001.7 1553268 4668200 3974703 1120347 739907.6 527155.2 555569.1 671209.2 1598470 4256015 3089881 847298.2 415300.5 328998.9 476284 414377.4 316509.6 191655.6 199513 208645.3 416224 476032 166143.5 142849.3 115067.1 143975 68364.41 114909.9 153409.7 136334.4 94348.2 82489.87 75888.92 184783.7 78624.21 78994.99 86814.17 108681.9 87900.86 130068.6 98140.88 68591.78 48244.43 31799.57 63151.45 54136.18 38140.34 97351.64 74995.26 52782.6 53330.42 58855.45 41754.07 34353.35 36998.69 43569.63 46628.54 47585.26 49097.2 31107.92 30905.6 29228.78 31323.88 44633.1 35224.29 27828.97 46420.35 44185.73 31244.54 38601.47 31039.83 36687.06 27899.54 22453.28 19405.46 23425.35 29134.37 21437.23 21809.75 22993.2 33765.5 25905.06 28369.26 44322.07 30961.44 56081.78 28264.6 21950.57 58159.12 25844.41 23680.59 21554.99 25801.61 22461.77 22219.21 31966.83 27329.23 27965.03 25391.86 22671.16 15537.46 20650.46 18771.83 28024.4 40870.68 30499.24 21047.24 25184 21759.31 30718.44 42766.42 35691.22 29947.92 reb
806791.1 856212 871915.1 970220.6 1141690 1235009 1258533 1304383 1254169 1105040 818954.8 651561.6 487183.8 399755.1 600306.1 1017767 1365091 1584101 1670745 1660923 1620105 1537850 1645131 2016587 2428500 2813119 3081647 3177244 2885716 2278976 1655828 955912.3 684649.6 1011619 1489547 1644955 1293721 948837.1 1219927 2096663 3132161 3753786 4029187 4409542 5352586 6709853 7968176 8002933 6750324 4762213 2415032 1461208 1935192 2442356 2770507 2773897 2404327 2092344 1873334 1435898 1243369 1458625 1851313 2035727 1544353 754005 564061.5 856326.3 898864.6 476729.9 421964.4 794063 736282 456757.3 614283.8 733512.4 485251.9 257494.4 144433.5 201773.2 262342.8 462707.7 494782.3 347137 229705.5 446262.4 320090.4 807446.4 586724.1 280083.4 242814.2 258143.5 204685.5 172266.2 227022.2 204243.6 213984.3 176636.6 272458 174327.8 228803.6 729918.1 201519.5 408053.1 515694.7 196388.2 206686.9 522523.7 336743 127578.4 123057.2 135583.4 77060.41 63547.92 86679.96 70466.12 72443.97 65358.01 69819.21 75687.47 54251.33 35959.45 29540.31 35195.48 26512.65 36179.35 40369.03 41216.62 44084.6 55386.11 34854.14 49832.44 32776.35 33244.68 42918.43 42849.42 31222.45 36150.14 31117 23392.14 26496.16 25645.5 28455.32 32665.44 32402.88 34770.96 46523.56 35437.58 26765.65 41315.34 31081.11 28554.09 22455.71 26636.26 40790.15 49229.5 30668.86 31694.42 37114.56 12910.18 16954.87 15843.76 15249.38 22827.69 22149.64 16533.98 22490.37 12723.87 11639.46 17835.79 14796.39 18667.1 20323.38 10855.68 11103.57 8581.101 9922.464 6355.467 13381.67 9650.954 14563.34 8269.971 7715.218 10496.9 8167.864 6938.47 6372.342 9466.55 6360.755 5772.733 4856.689 reb
1323115 1409498 1477682 1612514 1882236 2032222 2148280 2281331 2321190 2335705 2195338 2092553 2043551 2159319 2754569 3832515 5198152 6638119 7367487 7994077 9149118 10022885 10633341 10733947 10437183 9979478 9423199 8806834 7754861 6563772 5612557 4549957 2830403 1202311 910605 1334986 1668970 1532461 1190494 952055 718088 453406.5 505161.7 1089651 1713792 1713165 1037830 1093341 1795287 1892072 1119744 955966.6 1808733 1992242 1174329 483788.8 812253.2 1199363 1263077 1209881 984934.5 604413.8 677626 964220.6 710541.7 205850 269855.8 499873 505265.6 679330.4 837273.9 545469.6 233032.6 425231 341732.6 198942.6 415106.3 257937.5 337249.7 539769 639700 349671 237401.6 272073.1 172344.1 191843.9 132387.7 147703.8 111324.1 245552.1 131662.5 237799.2 410231.1 1052701 807202.9 379430.1 301971.5 217105.1 320587.3 153713.6 119017.9 178143.7 176471.5 590009.4 351102.7 252373.3 226875.8 236825.7 127799.7 152621.9 161071.6 927463.4 433477.9 188426.8 199223.7 195919.4 227600 1393477 428647.1 119512.3 119327.3 116388.9 102513.2 93530.58 98284.13 120932.4 119658.9 101537.7 149584.6 393888.8 128231.7 100597.6 82509.7 76293.89 56081.91 71105.3 52737.43 69246.5 62383.77 58752.17 97805.55 147306 55427.92 59859.23 49864.38 56030 49135.06 59110.53 48906.54 51692.45 49418.04 61682.69 38392.19 112846.6 41598.27 36690.29 43434.71 63900.64 86521.3 73458.02 52329.06 57950.08 54186.8 52019.41 56935.12 59819.2 68509.93 118466 42717.03 66823.66 44736.18 26588.31 41124.44 73393.63 40829.99 46942.99 90990.37 74216.33 52799.58 53502.57 84948.22 47429.58 58024.54 63397.41 72067.57 107688.6 115127.2 98340.91 56260.68 105985.6 161866.8 reb
2141019 1806504 1485322 1594671 2206906 2741622 3805481 4801536 5981976 8324924 10617698 11755119 12673479 14326103 15442010 15933068 15766123 14967677 14459829 13623336 11872741 9901907 7141789 4980307 4291637 4026183 3923153 3753195 3192719 2554227 2279707 2217905 2333876 2369951 2007977 1470414 1054019 961135.5 1085162 1055785 991894.3 1069878 1147936 1039332 799025.4 798936.2 1058581 1037483 763888 510595.1 320340.1 505248.8 1015560 1125071 601782.5 533572.6 1095176 983663.8 425450.1 530500.1 555751.7 517771.6 530035.4 414643.1 449577.6 413691 538649.9 418726.8 344443 361993.1 428305.2 266115.8 327745.8 393785 278587.6 325221.2 361970.7 259455.2 458068.1 401566.6 368304.6 283624 288358.4 192530.2 301013.6 202184.3 527557.5 747928.3 632013.1 268277.2 250596 226535.9 517317.2 718183.8 548778 291812.6 216018.1 196002.3 343156.3 474344.4 479796.2 254881.8 147717.2 145319.6 126895.2 170497.2 139677.1 157818.1 169754.7 145299.3 147843.7 393553.4 516389.8 283224.7 236626.8 131658.6 164201.3 400971.1 183320.2 121968.1 104605 193497.5 125031 159314.5 114488.6 271144.1 126053.1 98160.64 84113.65 85221.41 101544.9 217345.6 98238.01 69524.93 97731.61 132833.8 75449.58 87543.79 61684 82458.89 88079.9 157216.9 79183.71 85528.51 75851.78 55131.5 49036.75 52182.87 82517.61 123630.2 62917.96 50904.58 43933.51 49259.04 76943 137205.8 52952.15 28791.59 30034.25 63667.3 101898.2 70133.38 76225.15 112682.1 32192.86 63347.21 44030.18 44141.3 35437.04 170798.1 189073.1 150500.1 71970.65 131199.7 80505.06 69007.77 136911.4 138212.8 185603.7 156868.5 63213.04 146346.1 76998.36 76754.98 79794.78 157480.4 68987.02 94282.11 205438.3 71069.27 106830.7 reb
87830.78 83949.39 79499.51 79943.51 85064.97 89504.16 100143.1 109798.9 120705.3 139628.3 150445.2 154408.7 148526.5 132213.6 107899.4 98826.4 125411.5 191008.8 231741.5 277411.5 364203.1 437663.2 485843.2 468374.2 388935.9 263831.3 184701 233788.1 573051.9 989774.8 1257624 1492959 1729388 1854211 1769798 1572116 1248790 862102.1 716396.6 798330.1 962306.9 1058574 1087840 1110840 1132511 1081895 818564.7 413276.8 161519.5 223396.5 539069.2 808920.9 846941.3 554660.8 396597.5 847799.2 1245231 1102652 496890.7 243925.1 256515.9 311621.1 436897.1 219481 213853.1 216280.6 374314.7 348501 870790.2 1832521 1442672 518471.9 370725.9 315114.3 332171.9 315082.9 316102.2 149803.6 555116.1 1761240 1711367 497519.5 245695.9 328739 325834.4 674895 994313.4 1978501 1043680 714802.3 408189.9 370347.9 277056.3 992673.8 651145.5 543893.3 502440.7 298292.9 717286.5 744191.3 184622.1 191471.4 226358.8 826475.8 413993.7 259005 175164.5 271238.6 408229 201754.5 328306 250691.7 241353 147880 200830.3 73850.27 231920.1 385321.1 420295.8 196112.8 196616.6 79059.82 187990.6 174962.1 130804.3 186965.8 150458.8 410202.7 183462.7 107855.7 172212.3 98458.38 184658 117676 100006.3 52975.25 120922.4 53138.54 36801.48 40786.24 113526.8 114902.6 162499.8 98636.49 69355.73 45874.72 33939.43 28863.13 102577.9 101170 103673.6 24669.33 18528.52 31754 110379.5 72570.49 95502.32 21496.81 35690.64 32959.82 43616.7 58602.8 36267.11 42244.13 77060.12 35900.27 41241.45 40968.27 48263.69 37172.84 60796.11 31172.99 41207.03 35208.94 45580.14 40412.44 21406.6 48186.46 37838.22 40262.72 34487.95 31539.04 34043.49 46543.7 37752.97 44371.04 53993.51 30318.08 46480.34 85539.35 132158.1 reb
902678.9 1161963 1387150 1686579 2261399 2551833 2774957 3019718 3165797 3397451 3454908 3453385 3344648 3093888 2747777 2363402 1998431 1693174 1552735 1453416 1249889 1042665 794376.4 787748 1090600 1516541 1933627 2262987 2447145 2366359 2100974 1749598 1336254 1192989 1459917 1725490 1703462 1341719 909530.4 564421.5 423765.4 522556.5 617706.2 774012.2 982122.6 1025731 717103.3 343034.9 309390.7 419672 712376.5 1179593 1470659 1487139 1541610 1794438 1863513 1384716 670435.7 416668.5 321931 274682.3 408775.9 470625.6 543989.9 477658.4 570750.4 780239.6 1013379 1194504 985326.2 729218.3 486724.1 226676.3 139797.4 225975.6 179673.4 203118.9 505993.6 612040.8 417426.4 434371.8 180609.6 73232.86 187996.2 176387.4 323368.5 771852.7 410467.6 162629.1 71561.86 126742.7 342344 797394.4 226203.4 88616.02 85691.81 51644.18 50686.84 59383.45 69169.26 291288.2 275522.7 653476.7 144096.2 83488.95 78189.07 223082.3 92376.43 32819.77 51870.22 95834.42 53230.21 42093.16 22554.35 34189.53 50532.22 240070.8 104867.8 64443.56 47178.43 26376.73 15369.6 25975.45 28950.74 39298.08 33772.13 104961.6 32487.89 29229.77 28939.41 57335.05 39609.49 25438.26 17565.34 23744.62 24822.29 23727.53 24567.77 20212.37 22168.28 51525.78 24156.47 13272.25 27646.75 20112.3 25355.91 19104.34 27790.02 65264.23 27070.37 43944.62 34202.29 28233.12 37112.38 35947.38 39953.11 34247.06 32046.79 36913.88 30893.49 43452.64 70674.4 55566.56 43300.04 59856.28 64560.36 27835.44 30728.53 62615.49 48012.54 38109.99 46905.06 35261.11 37943.44 54328.92 49289.77 39610.82 41705.31 83319.38 50378.55 41595.28 51063.89 44361.83 41842.43 76971.3 83684.29 36683.42 48718.7 77118.4 149654.3 reb
325687 343279.4 367715.6 361724.7 333705.9 311326.8 264027.1 221169.2 192790.2 184804 256520.1 316764 373528.3 467471.6 506503.7 476534.5 376478.6 244918.3 168802.9 210812.5 309812.1 513615.9 725215.7 783589.7 651057.5 400844.9 328209.9 534199.8 1351772 2209281 2710924 3106940 3388415 3404239 2990791 2381024 1591736 623123.9 262980.6 427434.4 593941 441642.1 259297.1 266666.3 437695.6 577334.5 629175 641081.4 572366.2 365569.3 323905.9 566276.7 469597 608363.1 1880575 3242002 3761025 3006742 1256222 666516.1 922833.2 505870.4 622423.9 465085.5 431182.7 465079.4 382598.2 564994.4 633935.8 1630573 1761091 734135.8 410384.4 374615.5 396299.1 391781.9 441674.5 680120.2 1038686 3599708 3372917 1146071 1180097 2535363 1452844 322129.3 360894 1032196 569572 324572.9 334937.4 430759.6 792518.7 3316201 1708008 538478.5 355794.7 265761.4 228414.8 381272.8 806689.5 1724656 271199.2 925591.1 552137.9 216985.2 259160.7 1163771 499995 338212.7 542187.9 1693595 312208 288300.6 98069.9 93396.99 201998.4 1226830 322306.9 128570.3 81776.12 66943.4 235184.8 199845.5 123504 340196.2 39168.54 363896.4 113369.4 71010.29 105503.8 654153 120479.7 77904.78 114381.1 354919.6 206084.5 151738.6 77030.46 64179.14 78078.57 338500.7 31010.44 28067.11 51401 302204.9 142518.6 70539.59 40349.69 152999.5 48886.92 241824.8 93773.63 22434.85 18647.81 136432.2 27943.6 30879.02 90609.72 29152.6 15678.01 10216.66 50935.07 14097.11 4972.938 4634.908 5748.491 16404.42 22724.42 36280.6 17560.8 7844.608 3656.222 18426.41 5220.267 4325.029 3873.6 4550.348 3873.509 3675.566 3098.651 3116.523 4875.159 3645.024 2648.131 2750.367 2815.253 2562.629 2564.926 2487.958 2378.924 reb
213661 218762.3 226938.6 221249 202513.8 189288.2 165133.6 142765.5 126877.3 118512.4 151902.8 180303.7 214148.7 274064.2 312980.4 322572.2 300579.2 250980.5 221163.7 187719.8 143194.1 142963.3 206517.4 263676.3 261481.8 227892.8 176804.5 145077.6 195735.2 292783.2 343991.7 361143.3 307601 214766.3 191181.4 249539.6 345903.8 378138 327639.4 279929.5 323167.3 420360.5 438275.3 344153.7 163057.9 143468.2 263826.8 214186 125449 185411.8 269726.4 204291.6 203030.2 299019.9 270014.6 216281.1 305152.6 345787.1 294404.5 348275.2 349048.9 351458.3 423242.2 421288.2 503604.7 501136.7 509647.7 554171.3 557083.3 613197 662626.3 727075.8 699386.5 747893.3 746747.2 738648.8 745670.6 708329.7 693422.8 629553.4 660456.9 567854.7 476575.2 375373.6 359873.4 388051.6 586118.5 2021242 1205112 514198.4 568834.4 602523.5 646779.9 1906927 1065802 396298 215137.9 175656.9 327464.9 370354.1 258403.9 260190.3 271581.3 1327217 596566 202717 130299.4 267447.1 234601.4 137968.1 68559.95 429818.7 144343.8 55166.09 99091.35 128772.3 103602.5 190107 73467.13 60735.96 74054.42 27326.44 47291.97 38418.67 117316.3 261733.4 126042 690569 134736.2 82939.25 59934.49 271478.8 84427.73 49696.72 60425.73 149007.2 115651.2 66035.73 37259.59 50214.01 76528.09 465256.5 73844.37 115383.7 18261.72 18041.01 20895.3 21618.37 31685.55 70470.65 12839.25 84440.9 20959.29 13839.78 28059.06 78761.07 17424.07 14342 27171.51 83760.87 29949.23 33470.43 18892.28 56574.25 12240.08 55218.52 20236.76 46844.64 39717.5 16528.83 23053.52 15584.63 7799.289 31003.73 21293.61 18927.19 17063.41 17354.08 20480.12 12197.75 7205.453 12124.27 10670.3 9879.849 15061.02 10715.48 8476.98 15214.86 12839.21 14137.08 7328.504 reb
486852.9 521248.5 566853.4 562026.8 522692.2 489018.5 399581.8 323185.9 245522.5 224946.8 365665.7 503400.8 622916.9 827235.4 930970.2 902321.8 725367.8 410863.7 228293.6 332276.2 542838.1 1052466 1587709 1792476 1528691 936179.3 778292.5 1323749 3556336 5987402 7505920 8775415 9823488 10080602 8940084 7099943 4537544 1706702 1131878 2088745 2308612 1268460 574920 954067.7 1621597 1340991 741249.6 1206438 1394844 793003.2 858331 1565633 1099260 1213543 3211389 4648925 4330894 2461111 734547.1 598548.4 389904.3 284777.3 259708.4 192832.9 250074.5 183488.2 288892.4 190521.3 478662.1 916773.5 986858.2 423505 273457.2 247227.5 229360.9 195096.2 208972.9 214658.5 244409.8 533001.9 382116.6 151878.7 125392.6 116856.3 114768.4 122982.9 137021.6 275560 135078.2 99079.33 100166.7 100271 90656.59 157492.1 120963 96854.8 87376.78 79010.41 90287.34 64951.51 69851.87 60577.06 53141.28 72729.16 67151.21 61658.56 62353.71 60980.98 60859.95 58484.19 61534.41 103334.6 75415.73 38742.01 53412.29 50924.04 57104 183767.5 87527.48 51872.82 45665.76 43639.68 46951.67 37132.43 40089.87 36230.86 40461.46 32755.55 38475.35 36143.52 34008.33 37514.43 33010.08 28429.3 25755.22 46976.25 29470.72 25400.86 25515.91 25512.59 25732.46 25430.61 24225.15 22707.28 21921.23 22182.29 19480.43 22475.78 22218.71 21591.23 16228.43 15320.3 18694.59 15775.5 18395.18 17818.43 14023.55 13808.69 14320.07 14113.13 17306.08 13444.52 13168.65 15714.45 12164.57 13313.82 12810.58 12258.01 13445.51 11691.52 11125.09 9824.684 9708.293 9528.904 10518.67 9481.079 8408.832 7494.918 7823.132 8451.912 8026.461 7484.501 7484.036 7495.814 6848.873 6494.74 6444.71 6228.146 6079.287 6234.1 5814.123 reb
2457553 2531484 2678288 2506686 1998331 1657825 1382966 992709.3 1547859 2779357 4856981 5956393 6997436 8939549 10476118 11443735 11742235 11350411 11034431 10334989 8853874 7157602 5133854 3936275 3771852 3575959 3055791 2340300 2784548 4666170 6592052 8281180 9694164 10046524 8597863 6331929 3435141 1563775 2035726 2591482 2056110 922659.2 731145.5 1372732 1504353 799729.6 704230.6 1180138 923010.9 457963 547319.4 619678.2 391912.4 532432.6 601982.2 813817.8 1340224 1281761 563352.7 609748.8 620934.5 439691.8 586515.6 335166.9 424738.6 327313.7 404429 406815.1 617278.2 2013629 2518753 1010564 921488.9 668795.5 731338.1 627025.8 664447.1 1036566 956056.1 2235147 1661598 333088.9 94097.54 190090.4 259495.8 421722.6 682576.7 2330309 1449775 321858.2 214641.3 197487.3 252403.8 740367.8 346362.2 121349.3 84428.91 40496.7 136966.3 94001.24 149193.4 236423.1 260335.8 745728 397132.8 113202.5 90055.72 335000.1 152000 56451.56 101358.4 891606.7 329819.6 152761.5 141991.3 107394.8 117198.3 440322.3 141681.7 99012.32 97385.3 81712.1 75550.89 54434.32 66254.62 317496.4 88735.64 333126.5 79875.49 55165.54 48443.32 48808.52 50417.77 52510.3 55238.19 131214.7 29247.99 35109.08 30967.23 31848.2 33902.37 43576.96 40036.53 83396.89 33035 32075.22 34528.17 27882.34 29617.3 25742.84 21422.98 26772.3 24095.59 23107.86 24624.65 20234.84 18954.12 18419.15 17961.12 18049.36 28777.96 19474.74 20365.11 14283.69 16429.63 16674.51 14684.25 14797.9 14417.27 15066.61 14266.6 18235.31 11420.39 14214.55 23861.27 23840.33 12585.24 18404.64 18723.78 14446.5 13560.99 15306.01 13218.6 11628.5 21309.46 18017.27 23582.94 16469.18 19452.78 44243.92 64400.61 reb
3342359 3886121 4437862 4922036 5811977 6231143 6475641 6768270 6860320 6942074 6726042 6566853 6244109 5549757 4710697 3800525 2891561 2053835 1646701 1374560 981112 924680.6 1267218 1653940 1793640 1807943 1685561 1430244 864291 468111.6 563438.1 901186 1379091 1775356 2201428 2728672 3352404 4006436 4272697 4364537 4667068 5331038 5878863 6042337 5573265 4313907 2469791 1445939 1460915 1496678 1379616 1400262 1614983 1543389 962781.9 1455646 3248518 4261625 3323556 1586087 1008403 1226749 1668103 1720115 1236775 1027785 818098.9 487836.2 606838.6 1411762 1131615 613857.8 330011.6 689882.8 657188.4 618779.4 656197.4 405328.9 1083869 2232250 1779938 760973.1 428566.9 972360.5 746498.2 714399.4 1088007 897769.8 782260.2 544872.8 560404.9 594357.8 549439 1302195 1570157 884272.5 733546.6 271944.7 662120.9 448413.5 478362.3 591702.2 505238.4 482235.3 642441 359288.7 330465.1 275926 228881.7 577153.5 322714.5 478430.7 565733.3 293599.2 316243.9 325114.4 544535 333053.8 257222 155197.9 146788.4 121355.7 102378.4 109301.5 144059.7 187384.3 290209.1 228387.3 196918.7 151895.1 164847.6 191391.2 217964.4 58621.96 129314.8 125379.6 213247.9 171754.1 187138.5 173344.5 93398.41 163505.9 320039.4 96354.96 240189.1 96956.46 138168.4 117566.9 176069.9 138566 171555.9 306831.2 194725.3 180437.1 313008.5 125952.8 108453.3 163992.1 225674.2 121673.6 226956.1 155020.4 168227.6 105674.8 118266.4 128670 98076.6 173224.1 151627.4 123958.6 140275.9 102509.3 165729.3 68527.09 198917 171575.1 140333.3 130776.8 128100 155492.5 106741.2 85388.67 62880.52 67316.99 125894.7 95556.93 106043.9 64833.4 50104.12 66188.1 73367.23 reb
